time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
803844200699,36.518,140.38,117.0,4.5,,,0.9,,45,"NEAR EAST COAST OF HONSHU, JAPAN"
1331746870099,10.535,93.854,58.0,5.0,,A,0.8,95,24,"ANDAMAN ISLANDS, INDIA REGION"
1206745402300,39.51,142.064,72.0,4.8,,A,0.9,121,75,"NEAR THE EAST COAST OF HONSHU, JAPAN. Felt at Hanamaki and Misawa. Recorded (3 JMA) in Iwate and (2 JMA) in Akita, Aomori and Miyagi."
1200924801699,2.432,127.007,35.0,3.9,,B,0.7,177,10,MOLUCCA SEA
1308690960600,36.232,141.715,27.0,4.9,,A,0.8,92,243,"NEAR THE EAST COAST OF HONSHU, JAPAN. Recorded (2 JMA) in Ibaraki."
1131419570700,13.491,120.818,142.0,4.7,,B,0.4,145,14,"MINDORO, PHILIPPINES"
1129914548400,42.95,145.38,38.0,4.1,,C,0.4,166,14,"HOKKAIDO, JAPAN REGION"
1187411903399,2.075,96.693,30.0,5.0,,A,0.7,52,126,"SIMEULUE, INDONESIA. Felt (IV) at Sinabang."
964059747899,33.97,138.73,10.0,4.4,,,1.5,133,14,"SOUTHEAST OF HONSHU, JAPAN"
1221259566500,8.425,126.605,79.0,4.1,,A,0.5,135,21,"MINDANAO, PHILIPPINES. Felt (II PIVS) at Bislig."
1340039249899,39.045,144.727,35.0,4.8,,A,1.0,136,23,"OFF THE EAST COAST OF HONSHU, JAPAN"
835064471500,20.88,121.91,33.0,4.0,,,1.3,,8,PHILIPPINE ISLANDS REGION
1302740114099,34.909,140.879,23.0,4.4,,B,1.0,106,23,"NEAR THE EAST COAST OF HONSHU, JAPAN"
1104284381200,8.378,93.156,34.0,5.5,,A,1.0,59,292,"NICOBAR ISLANDS, INDIA REGION. MW 5.9 (HRV), 5.8 (GS). ME 5.5 (GS). Broadband Source Parameters (GS): Dep 34 km; Fault plane solution: NP1: Strike=160, Dip=75, Slip=90; NP2: Strike=340, Dip=15, Slip=90; Rupture duration 4.0 sec; Radiated energy 4.5*10**12 Nm. Moment Tensor (GS): Dep 37 km; Principal axes (scale 10**17 Nm): (T) Val=6.93, Plg=57, Azm=67; (N) Val=-0.57, Plg=3, Azm=162; (P) Val=-6.35, Plg=32, Azm=254; Best double couple: Mo=6.6*10**17 Nm; NP1: Strike=357, Dip=13, Slip=105; NP2: Strike=162, Dip=78, Slip=87. Centroid, Moment Tensor (HRV): Centroid origin time 01:39:45.2; Lat 8.22 N; Lon 93.02 E; Dep 39.0 km Bdy; Half-duration 2.5 sec; Principal axes (scale 10**17 Nm): (T) Val=7.42, Plg=58, Azm=91; (N) Val=0.52, Plg=8, Azm=348; (P) Val=-7.94, Plg=31, Azm=253; Best double couple: Mo=7.7*10**17 Nm; NP1: Strike=318, Dip=16, Slip=60; NP2: Strike=170, Dip=76, Slip=98."
894912391600,42.348,143.051,68.0,4.3,,,1.1,,35,"HOKKAIDO, JAPAN  REGION. Felt (II JMA) in southern Hokkaido."
1151323264200,4.07,127.92,35.0,4.3,,C,0.8,180,10,"KEPULAUAN TALAUD, INDONESIA"
1103803423600,37.392,138.848,16.0,4.6,,A,0.8,121,55,"NEAR THE WEST COAST OF HONSHU, JAPAN. MW 4.2 (NIED). Recorded (4 JMA) in Niigata; (2 JMA) in Fukushima, Gumma and Yamagata; (1 JMA) in Nagano Prefectures. Also recorded (2 JMA) on Sadoga-shima. Moment Tensor (NIED): Dep 8 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=2.6*10**15 Nm; NP1: Strike=185, Dip=59, Slip=51; NP2: Strike=63, Dip=48, Slip=137."
1097267649500,13.834,120.705,116.0,4.4,,B,0.8,130,24,"MINDORO, PHILIPPINES"
819545883299,40.733,142.543,55.0,5.0,,,0.9,,158,"NEAR EAST COAST OF HONSHU, JAPAN. Mw 5.3 (HRV)."
916778303800,5.465,94.15,72.0,4.2,,,0.9,,9,"NORTHERN SUMATERA, INDONESIA"
1299887277899,37.228,143.865,35.0,4.0,,A,1.2,99,29,"OFF THE EAST COAST OF HONSHU, JAPAN"
1310736265199,10.308,127.07,72.0,4.8,,B,1.0,136,41,PHILIPPINE ISLANDS REGION
1064717951199,41.983,144.559,31.0,4.5,,,1.0,134,43,"HOKKAIDO, JAPAN REGION"
1310059034699,19.136,121.393,43.0,4.7,,A,0.9,118,28,"BABUYAN ISLANDS REGION, PHILIPPINES"
1298752682299,36.121,137.353,3.0,5.2,,A,0.9,59,275,"EASTERN HONSHU, JAPAN. MW 5.1 (GCMT). Felt (II) at Kyoto and Nagoya. Felt widely in west-central Honshu. Recorded (4 JMA) in Gifu; (3 JMA) in Aichi, Ishikawa, Nagano and Toyama; (2 JMA) in Fukui, Kyoto, Mie, Osaka, Shiga and Shizuoka; (1 JMA) in Gumma, Hyogo, Kanagawa, Nara, Niigata, Okayama, Tokyo and Yamanashi. Centroid, Moment Tensor (GCMT): Centroid origin time 20:38:06.3; Lat 36.21 N; Lon 137.38 E; Dep 12.0 km Fix; Half-duration 0.9 sec; Principal axes (scale 10**16 Nm): (T) Val=5.69, Plg=74, Azm=187; (N) Val=1.85, Plg=11, Azm=55; (P) Val=-7.54, Plg=12, Azm=322; Best double couple: Mo=6.6*10**16 Nm; NP1: Strike=38, Dip=35, Slip=70; NP2: Strike=242, Dip=58, Slip=103."
1218367134500,10.933,91.683,29.0,4.5,,B,0.5,122,15,"ANDAMAN ISLANDS, INDIA REGION"
1041760251200,38.864,141.732,93.0,4.7,,,1.0,125,69,"NEAR THE EAST COAST OF HONSHU, JAPAN. Recorded (3 JMA) in Miyagi, (2 JMA) in Iwate and (1 JMA) in Fukushima and Yamagata Prefectures."
1020884989299,3.921,125.672,141.0,4.2,,,0.9,132,25,"KEPULAUAN SANGIHE, INDONESIA"
1086769629699,34.285,141.519,41.0,5.3,5.1,A,0.8,95,242,"OFF THE EAST COAST OF HONSHU, JAPAN. MW 5.1 (HRV). Centroid, Moment Tensor (HRV): Centroid origin time 08:27:08.7; Lat 34.32 N; Lon 141.87 E; Dep 12.0 km Bdy; Half-duration 0.9 sec; Principal axes (scale 10**16 Nm): (T) Val=4.43, Plg=74, Azm=227; (N) Val=0.28, Plg=8, Azm=347; (P) Val=-4.72, Plg=13, Azm=79; Best double couple: Mo=4.6*10**16 Nm; NP1: Strike=179, Dip=32, Slip=105; NP2: Strike=342, Dip=59, Slip=81."
1372514028600,13.586,120.817,130.0,4.6,,A,0.6,128,48,"MINDORO, PHILIPPINES. Felt (II PIVS) at Mamburao and Paluan."
1105168493100,42.912,145.466,10.0,4.5,,B,1.2,168,17,"HOKKAIDO, JAPAN REGION. MW 4.1 (NIED). Moment Tensor (NIED): Dep 35 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=1.4*10**15 Nm; NP1: Strike=27, Dip=68, Slip=82; NP2: Strike=228, Dip=23, Slip=109."
1143369019000,2.212,92.518,23.0,4.2,,A,0.8,168,18,OFF THE WEST COAST OF NORTHERN SUMATRA
1321697221700,37.037,140.429,44.0,4.2,,A,0.8,128,30,"EASTERN HONSHU, JAPAN. Recorded (3 JMA) in Fukushima."
1174003899899,6.831,125.665,161.0,4.5,,A,1.0,117,25,"MINDANAO, PHILIPPINES. Felt (II PIVS) at General Santos."
841625526500,39.617,143.723,33.0,4.5,,,0.6,,12,"OFF EAST COAST OF HONSHU, JAPAN"
797402690200,21.796,121.135,37.0,5.2,5.0,,1.1,,150,TAIWAN REGION. Mw 5.2 (HRV).
1169842616700,37.744,141.365,62.0,4.1,,,,,11,"NEAR THE EAST COAST OF HONSHU, JAPAN. <JMA>. Recorded (2 JMA) in Fukushima and (1 JMA) in Miyagi Prefectures."
1276414619500,7.676,91.953,23.0,4.5,,B,1.0,82,36,"NICOBAR ISLANDS, INDIA REGION"
