time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1345741803399,37.686,141.774,58.0,4.9,,A,1.0,129,23,"NEAR THE EAST COAST OF HONSHU, JAPAN. Recorded (2 JMA) in Fukushima and Miyagi."
1285806250400,24.687,141.177,209.0,5.3,,A,1.0,25,318,"VOLCANO ISLANDS, JAPAN REGION. MW 5.2 (GCMT), 5.1 (NIED). Recorded (1 JMA) in the Chichijima-retto and Hahajima-retto. Centroid, Moment Tensor (GCMT): Centroid origin time 00:24:12.7; Lat 24.67 N; Lon 141.20 E; Dep 209.7 km; Half-duration 1.0 sec; Principal axes (scale 10**16 Nm): (T) Val=9.50, Plg=49, Azm=177; (N) Val=-0.96, Plg=41, Azm=357; (P) Val=-8.53, Plg=0, Azm=267; Best double couple: Mo=9.0*10**16 Nm; NP1: Strike=324, Dip=57, Slip=39; NP2: Strike=210, Dip=58, Slip=141. Moment Tensor (NIED): Dep 220 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=6.4*10**16 Nm; NP1: Strike=57, Dip=73, Slip=-53; NP2: Strike=168, Dip=40, Slip=-153."
1227238730299,30.18,138.731,417.0,3.4,,B,0.2,155,14,"IZU ISLANDS, JAPAN REGION"
1023407939399,-0.94,148.389,10.0,5.0,,,1.2,142,28,"ADMIRALTY ISLANDS REG., PAPUA NEW GUINEA"
833181597100,-5.583,147.374,198.0,4.9,,,1.0,,24,"EASTERN NEW GUINEA REG., P.N.G."
1366432589000,24.819,122.404,125.0,4.4,,A,0.7,54,66,"TAIWAN REGION. Recorded (2 TAP) in Hualien, Nantou and Yilan; (1 TAP) in Changhua, Hsinchu, Miaoli and Taoyuan."
1160467371899,-56.101,-122.373,10.0,5.3,5.7,A,1.3,25,162,"SOUTHERN EAST PACIFIC RISE. MW 6.0 (GCMT), 5.9 (GS). Moment Tensor (GS): Dep 11 km; Principal axes (scale 10**18 Nm): (T) Val=1.06, Plg=0, Azm=337; (N) Val=-0.20, Plg=90, Azm=189; (P) Val=-0.86, Plg=0, Azm=67; Best double couple: Mo=9.6*10**17 Nm; NP1: Strike=112, Dip=90, Slip=0; NP2: Strike=22, Dip=90, Slip=180. Centroid, Moment Tensor (GCMT): Centroid origin time 08:02:57.4; Lat 56.18 S; Lon 122.41 W; Dep 12.0 km Fix; Half-duration 2.4 sec; Principal axes (scale 10**18 Nm): (T) Val=1.23, Plg=7, Azm=150; (N) Val=-0.11, Plg=82, Azm=359; (P) Val=-1.12, Plg=4, Azm=240; Best double couple: Mo=1.2*10**18 Nm; NP1: Strike=285, Dip=82, Slip=2; NP2: Strike=195, Dip=88, Slip=172. Scalar Moment (PPT): Mo=1.9*10**18 Nm."
1106239621800,3.739,126.814,10.0,5.6,,A,0.9,55,154,"KEPULAUAN TALAUD, INDONESIA. MW 5.2 (HRV). Centroid, Moment Tensor (HRV): Centroid origin time 16:47:05.9; Lat 3.79 N; Lon 127.01 E; Dep 14.9 km Fix; Half-duration 1.0 sec; Principal axes (scale 10**16 Nm): (T) Val=7.61, Plg=65, Azm=344; (N) Val=1.62, Plg=21, Azm=200; (P) Val=-9.23, Plg=13, Azm=105; Best double couple: Mo=8.4*10**16 Nm; NP1: Strike=169, Dip=37, Slip=53; NP2: Strike=32, Dip=62, Slip=114."
1208166319699,-56.022,-28.035,140.0,6.0,,A,0.8,28,290,"SOUTH SANDWICH ISLANDS REGION. MW 6.0 (GS), 6.0 (UCMT), 6.0 (GCMT). Centroid, Moment Tensor (UCMT): Centroid origin time 09:45:22.7; Lat 55.95 S; Lon 27.78 W; Dep 122.0 km; Principal axes (scale 10**18 Nm): (T) Val=1.30, Plg=35, Azm=168; (N) Val=-0.12, Plg=33, Azm=286; (P) Val=-1.18, Plg=36, Azm=46; Best double couple: Mo=1.2*10**18 Nm; NP1: Strike=107, Dip=89, Slip=-56; NP2: Strike=199, Dip=33, Slip=-177. Moment Tensor (GS): Dep 109 km; Principal axes (scale 10**18 Nm): (T) Val=1.28, Plg=40, Azm=171; (N) Val=-0.06, Plg=23, Azm=283; (P) Val=-1.22, Plg=40, Azm=35; Best double couple: Mo=1.2*10**18 Nm; NP1: Strike=284, Dip=90, Slip=66; NP2: Strike=193, Dip=24, Slip=179. Centroid, Moment Tensor (GCMT): Centroid origin time 09:45:20.7; Lat 56.04 S; Lon 27.75 W; Dep 115.2 km; Half-duration 2.5 sec; Principal axes (scale 10**18 Nm): (T) Val=1.49, Plg=37, Azm=170; (N) Val=-0.12, Plg=30, Azm=286; (P) Val=-1.37, Plg=38, Azm=43; Best double couple: Mo=1.4*10**18 Nm; NP1: Strike=197, Dip=30, Slip=-179; NP2: Strike=106, Dip=89, Slip=-60."
1278555552400,10.969,-86.343,35.0,4.5,,A,1.2,109,62,OFF THE COAST OF COSTA RICA
818918028000,-6.866,-12.726,10.0,5.1,5.0,,1.0,,70,ASCENSION ISLAND REGION
1238710231199,3.31,126.886,35.0,4.5,,B,0.9,137,29,"KEPULAUAN TALAUD, INDONESIA"
1170532177100,-55.68,-27.063,29.0,4.5,,C,1.0,110,11,SOUTH SANDWICH ISLANDS REGION
1153150140100,-9.22,107.306,1.0,5.3,,C,0.8,82,79,"SOUTH OF JAVA, INDONESIA"
1292994234799,27.021,143.744,10.0,4.3,,A,0.7,114,17,"BONIN ISLANDS, JAPAN REGION"
1266388329000,-21.605,-178.516,450.0,4.8,,A,0.8,39,118,FIJI REGION
1147392137699,-23.392,-179.862,503.0,4.2,,B,0.8,136,16,SOUTH OF THE FIJI ISLANDS
1108585672399,-36.32,-16.558,10.0,6.0,6.1,A,1.4,113,329,"SOUTHERN MID-ATLANTIC RIDGE. MW 6.6 (HRV), 6.5 (GS). ME 6.7 (GS). Broadband Source Parameters (GS): Dep 20 km; Fault plane solution: NP1: Strike=255, Dip=88, Slip=5; NP2: Strike=165, Dip=85, Slip=178; Rupture duration 6.0 sec; Radiated energy 2.2*10**14 Nm. Moment Tensor (GS): Dep 18 km; Principal axes (scale 10**18 Nm): (T) Val=5.95, Plg=1, Azm=306; (N) Val=0.02, Plg=89, Azm=89; (P) Val=-5.97, Plg=1, Azm=216; Best double couple: Mo=6.0*10**18 Nm; NP1: Strike=351, Dip=89, Slip=180; NP2: Strike=81, Dip=90, Slip=1. Centroid, Moment Tensor (HRV): Centroid origin time 20:28:07.7; Lat 35.39 S; Lon 16.00 W; Dep 13.0 km Bdy; Half-duration 5.0 sec; Principal axes (scale 10**19 Nm): (T) Val=1.00, Plg=5, Azm=302; (N) Val=0.02, Plg=84, Azm=96; (P) Val=-1.02, Plg=3, Azm=211; Best double couple: Mo=1.0*10**19 Nm; NP1: Strike=346, Dip=85, Slip=178; NP2: Strike=77, Dip=88, Slip=5."
1049858578399,-12.539,166.718,113.0,4.7,,,1.0,106,52,SANTA CRUZ ISLANDS
