time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1156546655899,-24.241,-67.077,173.0,4.2,,A,0.9,50,19,"SALTA, ARGENTINA"
1267401434400,-36.353,-74.389,35.0,4.7,,A,0.9,116,24,"OFF THE COAST OF BIO-BIO, CHILE"
891957095700,-17.694,-179.004,583.0,4.3,,,0.7,,28,FIJI ISLANDS REGION
1226765613799,-32.09,-71.8,39.0,4.4,,A,0.9,122,34,"OFFSHORE COQUIMBO, CHILE. MD 4.2 (GUC)."
849851840199,28.109,54.022,33.0,4.4,,,1.2,,12,SOUTHERN IRAN
1249674939000,63.131,-150.898,132.0,4.2,,,,,119,CENTRAL ALASKA. <AEIC>.
1064538457100,44.652,145.168,33.0,4.2,,,1.2,158,11,"HOKKAIDO, JAPAN REGION"
1189671083500,-3.24,101.12,35.0,4.4,,C,0.7,214,9,"SOUTHERN SUMATRA, INDONESIA"
893395416299,-19.18,-172.85,33.0,4.0,,,0.8,,8,TONGA ISLANDS REGION
1019025213799,-59.609,-26.551,33.0,4.5,,,1.3,115,16,SOUTH SANDWICH ISLANDS REGION
1179775678000,21.799,143.013,140.0,4.1,,C,0.7,116,18,MARIANA ISLANDS REGION
1217871727900,35.261,75.893,44.0,4.1,,A,0.8,136,27,NORTHWESTERN KASHMIR
907713569600,-40.005,-71.263,179.0,4.6,,,1.1,,31,S. CHILE-ARGENTINA BORDER REGION
1211515826000,-55.131,-28.832,18.0,4.6,,C,0.8,113,39,SOUTH SANDWICH ISLANDS REGION
1326971812700,-46.793,165.648,14.0,4.4,,B,1.2,114,38,"OFF WEST COAST OF THE SOUTH ISLAND, N.Z."
960564454000,-5.422,102.592,33.0,4.6,,,0.6,80,33,"SOUTHERN SUMATERA, INDONESIA"
1170726004000,-5.193,102.283,39.0,4.5,,A,0.8,95,27,"SOUTHERN SUMATRA, INDONESIA"
1362281121100,-7.189,145.901,190.0,5.2,,A,0.7,13,189,"NEAR SOUTH COAST OF NEW GUINEA, P.N.G. MW 5.6 (WCMT), 5.7 (GS), 5.7 (GCMT). Felt at Goroka and Lae. Centroid, Moment Tensor (WCMT): Centroid origin time 03:25:21.0; Lat 7.09 S; Lon 146.00 E; Dep 190.0 km; Principal axes (scale 10**17 Nm): (T) Val=3.65, Plg=41, Azm=303; (N) Val=-0.13, Plg=32, Azm=178; (P) Val=-3.52, Plg=31, Azm=65; Best double couple: Mo=3.6*10**17 Nm; NP1: Strike=102, Dip=33, Slip=11; NP2: Strike=2, Dip=84, Slip=123. Moment Tensor (GS): Dep 191 km; Principal axes (scale 10**17 Nm): (T) Val=4.06, Plg=41, Azm=313; (N) Val=-0.52, Plg=33, Azm=188; (P) Val=-3.53, Plg=31, Azm=75; Best double couple: Mo=3.8*10**17 Nm; NP1: Strike=111, Dip=34, Slip=11; NP2: Strike=12, Dip=84, Slip=123. Centroid, Moment Tensor (GCMT): Centroid origin time 03:25:23.3; Lat 7.12 S; Lon 146.03 E; Dep 189.9 km; Half-duration 1.6 sec; Principal axes (scale 10**17 Nm): (T) Val=3.92, Plg=38, Azm=305; (N) Val=-0.28, Plg=37, Azm=179; (P) Val=-3.64, Plg=30, Azm=62; Best double couple: Mo=3.8*10**17 Nm; NP1: Strike=98, Dip=38, Slip=7; NP2: Strike=2, Dip=86, Slip=127."
1262615382200,18.48,-107.038,10.0,4.5,,A,0.9,123,72,"OFF THE COAST OF JALISCO, MEXICO. MW 5.0 (GCMT). MD 4.3 (UNM). Centroid, Moment Tensor (GCMT): Centroid origin time 14:29:44.5; Lat 18.73 N; Lon 107.23 W; Dep 26.1 km; Half-duration 0.8 sec; Principal axes (scale 10**16 Nm): (T) Val=4.52, Plg=20, Azm=247; (N) Val=-0.69, Plg=67, Azm=96; (P) Val=-3.84, Plg=10, Azm=340; Best double couple: Mo=4.2*10**16 Nm; NP1: Strike=25, Dip=68, Slip=7; NP2: Strike=292, Dip=83, Slip=158."
1135743437199,-9.61,108.365,10.0,4.7,,B,0.5,196,23,"SOUTH OF JAVA, INDONESIA"
900788110599,-2.77,142.33,10.0,4.0,,,1.4,,6,"NEAR N COAST OF NEW GUINEA, PNG."
1280093141399,33.157,-116.006,13.0,4.1,,,,,33,"SOUTHERN CALIFORNIA. <PAS>. ML 3.8 (PAS). Felt at Brawley, Coachella, El Centro, Foothill Ranch, Imperial, La Quinta, Murrieta, Rancho Mirage, San Jacinto, San Marcos, Thermal and Yorba Linda."
1078316493200,14.947,-94.085,40.0,4.9,4.8,A,1.0,100,171,"OFF THE COAST OF CHIAPAS, MEXICO. MW 5.2 (HRV). MD 4.8 (UNM). Centroid, Moment Tensor (HRV): Centroid origin time 12:21:32.6; Lat 14.85 N; Lon 94.36 W; Dep 12.0 km Fix; Half-duration 1.0 sec; Principal axes (scale 10**16 Nm): (T) Val=8.07, Plg=62, Azm=46; (N) Val=-0.02, Plg=7, Azm=303; (P) Val=-8.05, Plg=27, Azm=209; Best double couple: Mo=8.1*10**16 Nm; NP1: Strike=283, Dip=19, Slip=69; NP2: Strike=125, Dip=72, Slip=97."
1030031015600,-6.067,130.61,126.0,5.4,,,0.9,29,115,"BANDA SEA. MW 5.5 (HRV). Felt at Darwin, Australia. Centroid, Moment Tensor (HRV): Centroid origin time 15:43:39.4; Lat 6.04 S; Lon 130.77 E; Dep 143.0 km; Half-duration 1.5 sec; Principal axes (scale 10**17 Nm): (T) Val=2.81, Plg=37, Azm=288; (N) Val=-1.03, Plg=1, Azm=19; (P) Val=-1.78, Plg=53, Azm=111; Best double couple: Mo=2.3*10**17 Nm; NP1: Strike=11, Dip=8, Slip=-99; NP2: Strike=199, Dip=82, Slip=-89."
1028581414399,-14.911,167.351,146.0,4.3,,,1.1,162,33,VANUATU ISLANDS
819314890400,35.337,27.839,33.0,4.5,4.1,,1.4,,143,DODECANESE ISLANDS. MD 4.5 (ATH). ML 4.4 (CSS).
1142253897899,21.1,94.27,119.0,4.2,,C,0.4,178,11,MYANMAR
1159062388699,27.416,52.442,10.0,3.5,,,,,6,SOUTHERN IRAN. <TEH>. mbLg 3.4 (TEH).
1139932720399,11.993,-86.471,162.0,3.9,,B,1.2,83,14,NEAR THE COAST OF NICARAGUA
938253276200,-10.848,119.19,10.0,4.4,,,0.9,,7,"SUMBA REGION, INDONESIA"
1037949045500,35.591,74.608,33.0,4.4,,,1.3,104,29,NORTHWESTERN KASHMIR
1058037398000,4.336,-179.643,10.0,4.6,,,0.7,121,51,NORTH PACIFIC OCEAN
966366520700,34.09,139.504,10.0,4.7,,,1.2,126,62,"NEAR S. COAST OF HONSHU, JAPAN. Recorded (3 JMA) on Kozu-shima, (2 JMA) on Miyake-jima and (1 JMA) on O- shima and in the Tateyama area, Honshu."
1250425705100,-1.33,99.527,34.0,4.6,,B,1.1,52,62,"KEPULAUAN MENTAWAI REGION, INDONESIA"
1164880399899,-3.175,128.43,30.0,3.8,,B,1.2,175,11,"SERAM, INDONESIA"
1317311085000,36.057,141.977,2.0,4.6,,B,1.0,117,55,"NEAR THE EAST COAST OF HONSHU, JAPAN"
828315157700,44.661,148.042,90.0,3.6,,,0.7,,9,KURIL ISLANDS
1172218004000,-1.148,127.031,10.0,4.7,,B,1.1,85,21,"KEPULAUAN OBI, INDONESIA"
1200819125099,4.944,93.821,35.0,4.0,,B,0.5,219,9,OFF THE WEST COAST OF NORTHERN SUMATRA
1299126615699,-4.424,101.123,20.0,5.1,,A,0.9,54,112,"SOUTHERN SUMATRA, INDONESIA"
964919312899,-27.631,65.696,10.0,4.5,,,0.8,70,18,INDIAN OCEAN TRIPLE JUNCTION
1173105280299,24.165,121.86,10.0,4.2,,B,1.3,140,21,TAIWAN
1300779070500,36.959,144.156,10.0,4.5,,B,1.3,105,20,"OFF THE EAST COAST OF HONSHU, JAPAN"
1081533933200,40.667,73.106,15.0,4.2,,B,0.8,150,33,KYRGYZSTAN. Felt at Osh.
1079279434399,-32.285,-178.369,10.0,5.1,5.5,A,1.1,104,74,"SOUTH OF THE KERMADEC ISLANDS. MW 5.6 (GS), 5.6 (HRV). Moment Tensor (GS): Dep 6 km; Principal axes (scale 10**17 Nm): (T) Val=3.66, Plg=47, Azm=310; (N) Val=-1.14, Plg=15, Azm=203; (P) Val=-2.52, Plg=39, Azm=101; Best double couple: Mo=3.1*10**17 Nm; NP1: Strike=129, Dip=16, Slip=15; NP2: Strike=24, Dip=86, Slip=105. Centroid, Moment Tensor (HRV): Centroid origin time 15:50:38.3; Lat 32.42 S; Lon 177.97 W; Dep 16.0 km Bdy; Half-duration 1.5 sec; Principal axes (scale 10**17 Nm): (T) Val=2.88, Plg=64, Azm=277; (N) Val=0.10, Plg=3, Azm=13; (P) Val=-2.98, Plg=26, Azm=104; Best double couple: Mo=2.9*10**17 Nm; NP1: Strike=201, Dip=19, Slip=99; NP2: Strike=12, Dip=71, Slip=87."
1073591277700,36.573,70.479,248.0,3.7,,B,1.0,101,21,"HINDU KUSH REGION, AFGHANISTAN"
1248646607600,10.65,94.22,10.0,4.2,,A,0.4,151,17,"ANDAMAN ISLANDS, INDIA REGION"
1299824492700,38.29,142.813,52.0,6.2,,A,0.7,98,98,"NEAR THE EAST COAST OF HONSHU, JAPAN"
1371319842000,11.78,-86.968,41.0,5.0,,A,1.0,44,423,"NEAR THE COAST OF NICARAGUA. MD 5.0 (SNET). Felt (I) at La Union, El Salvador."
980858127899,-0.764,132.986,33.0,4.3,,,1.2,125,11,"IRIAN JAYA REGION, INDONESIA"
1299969872399,36.082,141.062,49.0,4.1,,A,0.9,127,38,"NEAR THE EAST COAST OF HONSHU, JAPAN"
1141621595600,-14.2,-178.98,350.0,3.7,,C,1.6,148,10,FIJI REGION
1287874132600,-65.375,-174.817,10.0,4.7,,A,0.8,60,27,PACIFIC-ANTARCTIC RIDGE
1138945299100,36.206,141.527,31.0,4.8,,A,0.6,127,134,"NEAR THE EAST COAST OF HONSHU, JAPAN. MW 4.8 (NIED). Recorded (2 JMA) in Chiba, Fukushima, Ibaraki, Saitama and Tochigi; (1 JMA) in Gumma, Kanagawa, Miyagi, Nagano and Tokyo Prefectures. Moment Tensor (NIED): Dep 26 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=2.3*10**16 Nm; NP1: Strike=23, Dip=68, Slip=90; NP2: Strike=203, Dip=22, Slip=90."
1314655156399,-18.413,-174.708,69.0,4.8,,A,1.1,76,42,TONGA
1268361121899,-29.651,-177.664,49.0,4.3,,B,1.2,126,31,"KERMADEC ISLANDS, NEW ZEALAND"
1225728494699,30.403,67.665,10.0,4.7,,A,1.2,118,75,"PAKISTAN. MW 4.9 (GCMT). Centroid, Moment Tensor (GCMT): Centroid origin time 16:08:18.3; Lat 30.31 N; Lon 67.63 E; Dep 20.3 km; Half-duration 0.7 sec; Principal axes (scale 10**16 Nm): (T) Val=2.78, Plg=78, Azm=289; (N) Val=0.53, Plg=12, Azm=92; (P) Val=-3.30, Plg=3, Azm=183; Best double couple: Mo=3.0*10**16 Nm; NP1: Strike=285, Dip=43, Slip=108; NP2: Strike=82, Dip=50, Slip=74."
1293008151799,26.834,143.682,10.0,4.3,,B,0.8,114,18,"BONIN ISLANDS, JAPAN REGION"
1115335431899,39.758,74.116,35.0,4.3,,B,1.2,158,12,"SOUTHERN XINJIANG, CHINA"
796801743899,50.17,179.45,33.0,4.3,,,0.6,,10,"RAT ISLANDS, ALEUTIAN ISLANDS"
758491933400,18.836,-66.179,47.0,4.0,,,1.4,,20,PUERTO RICO REGION. Felt at San Juan.
970145876200,1.064,125.252,80.0,4.7,,,1.0,80,42,NORTHERN MOLUCCA SEA
963405397500,3.03,122.393,557.0,4.3,,,0.7,92,33,CELEBES SEA
976053654100,35.526,99.563,10.0,4.2,,,1.2,87,16,"QINGHAI, CHINA. ML 4.0 (BJI)."
1142723520800,-56.402,-26.745,83.0,5.3,,A,1.0,55,98,"SOUTH SANDWICH ISLANDS REGION. MW 5.3 (HRV). Centroid, Moment Tensor (HRV): Centroid origin time 23:12:04.2; Lat 56.48 S; Lon 26.52 W; Dep 81.6 km; Half-duration 1.1 sec; Principal axes (scale 10**17 Nm): (T) Val=1.02, Plg=62, Azm=184; (N) Val=0.16, Plg=24, Azm=331; (P) Val=-1.18, Plg=14, Azm=67; Best double couple: Mo=1.1*10**17 Nm; NP1: Strike=185, Dip=38, Slip=131; NP2: Strike=318, Dip=63, Slip=63."
