time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1303179372000,-5.854,147.023,103.0,4.6,,A,0.9,73,33,"EASTERN NEW GUINEA REG, PAPUA NEW GUINEA"
1101976456899,-22.84,-66.107,244.0,4.1,,B,1.4,91,18,"JUJUY, ARGENTINA"
1177199568600,36.552,71.146,230.0,4.0,,A,0.8,96,17,"HINDU KUSH REGION, AFGHANISTAN"
961572920399,9.283,125.882,33.0,4.0,,,1.4,130,10,"MINDANAO, PHILIPPINES"
1118301273799,78.041,14.303,10.0,4.3,,A,1.2,89,26,SVALBARD REGION
1294101318300,46.526,156.339,10.0,4.7,,A,0.7,105,39,EAST OF THE KURIL ISLANDS
1234396980000,3.933,126.58,35.0,5.5,,A,0.9,73,109,"KEPULAUAN TALAUD, INDONESIA"
1085317085900,51.09,158.083,23.0,4.5,,B,0.8,129,60,"NEAR THE EAST COAST OF KAMCHATKA, RUSSIA"
1360127897800,-11.183,165.72,10.0,4.8,,A,0.8,32,56,SANTA CRUZ ISLANDS
836885797700,6.3,-81.04,10.0,3.7,,,1.2,,11,SOUTH OF PANAMA
901705439700,37.788,21.227,33.0,3.7,,,1.0,,18,SOUTHERN GREECE
779612828400,23.709,121.962,49.0,5.1,4.5,,1.3,,109,TAIWAN. Mw 5.2 (HRV).
1195100994899,-22.284,-69.857,61.0,4.5,,A,0.8,100,33,"ANTOFAGASTA, CHILE"
1323518923299,34.629,23.949,45.0,4.0,,A,1.1,113,57,"CRETE, GREECE"
1240279088599,-4.218,129.727,10.0,4.7,,B,0.9,74,33,BANDA SEA
957414076199,-1.105,123.573,26.0,6.7,7.5,,1.1,,430,"SULAWESI, INDONESIA. Mw 7.6 (HRV), 7.4 (GS), 7.2 (OBN). Me 7.6 (GS). At least 46 people killed, 264 injured, 30,000 homeless, extensive damage and power outages occurred in the Luwuk area, Sulawesi and on nearby islands. Eighty percent of buildings were damaged or destroyed on Banggai. Damage also occurred on Peleng. Dozens of houses damaged (VII) and a local market destroyed by fire at Luwuk. Much of the damage east of Luwuk and on Peleng was caused by a local tsunami with estimated wave heights up to 6 meters. Felt (V) at Gorontalo and Palu; (IV) at Manado and Tolitoli, Sulawesi. Felt (IV) at Balikpapan, Borneo. Felt (III) on Ternate. Also felt at Tawau, Malaysia. Broadband Source Parameters (GS): Dep 26; NP1: Strike=360, Dip=65, Slip=105; NP2: Strike=148, Dip=29, Slip=61; Radiated energy 4.9*10**15 Nm.. Moment Tensor (GS): Dep 6; Principal axes (scale 10**20 Nm): (T) Val=1.49, Plg=51, Azm=178; (N) Val=0.30, Plg=39, Azm=349; (P) Val=-1.79, Plg=5, Azm=83; Best double couple: Mo=1.6*10**20 Nm; NP1: Strike=207, Dip=53, Slip=142; NP2: Strike=322, Dip=61, Slip=44. Centroid, Moment Tensor (HRV): Centroid origin time 04:21:33.4; Lat 1.29 S Fix; Lon 123.59 E Fix; Dep 18.6; Half-duration 15.1 sec; Principal axes (scale 10**20 Nm): (T) Val=2.04, Plg=23, Azm=185; (N) Val=0.80, Plg=63, Azm=332; (P) Val=-2.84, Plg=13, Azm=89; Best double couple: Mo=2.4*10**20 Nm; NP1: Strike=225, Dip=64, Slip=172; NP2: Strike=319, Dip=83, Slip=26. Scalar Moment (OBN): Mo=8.0*10**19 Nm."
1302725867299,39.52,143.563,25.0,4.2,,B,0.6,135,23,"OFF THE EAST COAST OF HONSHU, JAPAN"
1062103186899,-21.983,-179.584,602.0,5.1,,,0.8,44,225,"FIJI REGION. MW 5.5 (GS), 5.5 (HRV). Moment Tensor (GS): Dep 598 km; Principal axes (scale 10**17 Nm): (T) Val=1.67, Plg=70, Azm=74; (N) Val=0.33, Plg=6, Azm=182; (P) Val=-2.01, Plg=19, Azm=274; Best double couple: Mo=1.8*10**17 Nm; NP1: Strike=14, Dip=27, Slip=104; NP2: Strike=179, Dip=64, Slip=83. Centroid, Moment Tensor (HRV): Centroid origin time 20:39:49.6; Lat 22.10 S; Lon 179.23 W; Dep 615.2 km; Half-duration 1.3 sec; Principal axes (scale 10**17 Nm): (T) Val=1.61, Plg=73, Azm=78; (N) Val=0.53, Plg=8, Azm=194; (P) Val=-2.14, Plg=15, Azm=286; Best double couple: Mo=1.9*10**17 Nm; NP1: Strike=28, Dip=31, Slip=106; NP2: Strike=190, Dip=61, Slip=81."
964385620100,34.311,139.104,10.0,4.6,,,1.2,112,37,"NEAR S. COAST OF HONSHU, JAPAN. Recorded (3 JMA) on Kozu-shima and Miyake-jima."
1293028003200,-31.931,-71.041,53.0,3.8,,B,1.3,118,17,"COQUIMBO, CHILE. Felt (III) at Zapallar and (II) at Canela, Hijuelas, Illapel, Los Vilos and Salamanca."
1211800401600,-9.333,116.26,51.0,4.7,,A,1.3,53,43,"LOMBOK REGION, INDONESIA. Felt (IV) at Ampenan and (III) at Mataram. Felt (IV) at Taliwang, Sumbawa. Also felt (III) at Denpasar and Tabanan, Bali."
1026232418399,-0.68,132.86,33.0,4.3,,,1.2,122,9,NEAR THE NORTH COAST OF IRIAN JAYA
811758737000,-6.069,146.644,51.0,3.3,,,0.8,,12,"EASTERN NEW GUINEA REG., P.N.G."
