time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1337416510699,-25.729,-70.562,28.0,5.7,5.5,A,0.9,25,508,"ANTOFAGASTA, CHILE. MW 5.8 (WCMT), 5.9 (GS), 5.9 (GCMT). ME 5.4 (GS). ML 6.1 (GUC). Felt (VI) at Caldera; (V) at Copiapo and Tierra Amarilla; (IV) at Chanaral, Diego de Almagro and Taltal; (II) at Alto del Carmen, Coquimbo and La Serena. Also felt at Antofagasta and Vina del Mar. Broadband Source Parameters (GS): Dep 28 km; Rupture duration 4.0 sec; Radiated energy 3.3*10**12 Nm.. Centroid, Moment Tensor (WCMT): Centroid origin time 08:35:11.0; Lat 25.93 S; Lon 70.67 W; Dep 40.0 km; Principal axes (scale 10**17 Nm): (T) Val=6.87, Plg=68, Azm=34; (N) Val=0.43, Plg=18, Azm=181; (P) Val=-7.30, Plg=11, Azm=275; Best double couple: Mo=7.1*10**17 Nm; NP1: Strike=27, Dip=38, Slip=121; NP2: Strike=169, Dip=59, Slip=68. Moment Tensor (GS): Dep 31 km; Principal axes (scale 10**17 Nm): (T) Val=7.90, Plg=86, Azm=45; (N) Val=0.65, Plg=3, Azm=183; (P) Val=-8.55, Plg=3, Azm=273; Best double couple: Mo=8.3*10**17 Nm; NP1: Strike=6, Dip=42, Slip=95; NP2: Strike=180, Dip=48, Slip=86. Centroid, Moment Tensor (GCMT): Centroid origin time 08:35:16.2; Lat 25.87 S; Lon 71.18 W; Dep 32.8 km; Half-duration 2.1 sec; Principal axes (scale 10**17 Nm): (T) Val=8.39, Plg=63, Azm=18; (N) Val=-0.41, Plg=25, Azm=176; (P) Val=-7.98, Plg=9, Azm=270; Best double couple: Mo=8.2*10**17 Nm; NP1: Strike=27, Dip=43, Slip=129; NP2: Strike=159, Dip=58, Slip=60."
883411905000,35.716,140.857,33.0,3.8,,,1.1,,11,"NEAR EAST COAST OF HONSHU, JAPAN"
879382237799,-15.833,-173.449,33.0,4.9,4.6,,0.8,,77,TONGA ISLANDS
1260206446600,-18.706,-177.796,601.0,4.7,,A,0.9,122,32,FIJI REGION
1202602180799,-16.957,-179.098,465.0,4.3,,B,1.5,130,71,FIJI REGION
1148544246900,-4.775,126.56,15.0,4.4,,B,1.2,100,19,BANDA SEA
839653678899,-32.6,-178.91,33.0,4.4,,,1.5,,15,SOUTH OF KERMADEC ISLANDS
881814110200,35.62,70.455,134.0,3.3,,,0.6,,9,"HINDU KUSH REGION, AFGHANISTAN"
885246872899,51.471,159.405,43.0,4.7,4.1,,1.3,,44,OFF EAST COAST OF KAMCHATKA
1336483154800,-19.282,168.762,55.0,4.7,,A,0.9,98,19,VANUATU
1162110704600,29.366,140.197,10.0,5.5,5.3,A,1.0,65,308,"IZU ISLANDS, JAPAN REGION. MW 5.6 (GS), 5.6 (GCMT), 5.7 (NIED). Moment Tensor (GS): Dep 5 km; Principal axes (scale 10**17 Nm): (T) Val=3.10, Plg=1, Azm=236; (N) Val=-0.14, Plg=12, Azm=145; (P) Val=-2.96, Plg=78, Azm=332; Best double couple: Mo=3.0*10**17 Nm; NP1: Strike=337, Dip=45, Slip=-73; NP2: Strike=134, Dip=47, Slip=-106. Centroid, Moment Tensor (GCMT): Centroid origin time 08:31:49.4; Lat 29.43 N; Lon 140.29 E; Dep 12.0 km Fix; Half-duration 1.6 sec; Principal axes (scale 10**17 Nm): (T) Val=3.46, Plg=3, Azm=216; (N) Val=0.11, Plg=14, Azm=307; (P) Val=-3.58, Plg=76, Azm=116; Best double couple: Mo=3.5*10**17 Nm; NP1: Strike=292, Dip=44, Slip=-111; NP2: Strike=139, Dip=49, Slip=-71. Moment Tensor (NIED): Dep 26 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=4.0*10**17 Nm; NP1: Strike=46, Dip=78, Slip=152; NP2: Strike=143, Dip=63, Slip=14."
1368499840399,-16.977,-173.546,35.0,4.4,,A,1.0,78,30,TONGA
822461315299,9.034,126.435,33.0,4.4,4.0,,1.0,,29,"MINDANAO, PHILIPPINE ISLANDS"
844116643600,23.222,143.684,33.0,4.6,,,1.0,,11,VOLCANO ISLANDS REGION
928291958100,45.472,151.001,33.0,4.7,4.1,,0.7,,83,KURIL ISLANDS
1164498663399,-6.04,130.582,35.0,3.5,,B,1.2,113,9,BANDA SEA
1200464410800,-22.059,-179.432,544.0,3.7,,A,0.8,52,24,SOUTH OF THE FIJI ISLANDS
917941405199,-13.262,167.125,267.0,4.6,,,1.1,,64,VANUATU ISLANDS
1175559896299,-8.564,157.509,10.0,5.0,,A,1.1,54,78,SOLOMON ISLANDS
1215267221600,2.833,126.566,35.0,4.4,,B,1.1,136,18,MOLUCCA SEA
1293068671399,27.197,143.354,10.0,4.9,,A,0.8,61,117,"BONIN ISLANDS, JAPAN REGION"
1294059550699,85.509,14.966,10.0,4.1,,A,1.2,100,24,NORTH OF SVALBARD
947348964800,-5.199,152.775,33.0,4.3,,,1.1,,13,"NEW BRITAIN REGION, P.N.G."
885766587600,-35.361,-106.916,10.0,4.8,4.1,,0.9,,20,SOUTHERN EAST PACIFIC RISE
887443540700,-20.35,-179.11,600.0,4.0,,,0.9,,10,FIJI ISLANDS REGION
1162908275299,-7.03,157.67,153.0,4.0,,C,0.7,240,11,SOLOMON ISLANDS
1211118603000,32.34,105.269,10.0,4.0,,A,0.7,95,20,"SICHUAN-GANSU BORDER REGION, CHINA"
831764097600,30.133,88.314,33.0,4.0,,,1.0,,9,XIZANG
757713527000,42.574,142.237,33.0,4.9,,,0.6,,20,"HOKKAIDO, JAPAN  REGION"
884508131900,37.56,20.531,33.0,4.0,,,1.5,,23,IONIAN SEA
798854719800,63.049,-150.458,108.0,2.3,,,,,54,CENTRAL ALASKA. <AEIC>.
1360507719899,-36.684,53.374,10.0,5.2,,A,0.8,50,271,SOUTH INDIAN OCEAN
962559113700,-3.49,135.58,33.0,3.6,,,1.1,144,7,"IRIAN JAYA REGION, INDONESIA"
1127551941199,12.69,40.516,10.0,4.6,,B,0.9,150,30,ETHIOPIA
975646431799,-21.715,-175.312,33.0,5.0,,,1.3,119,22,"TONGA ISLANDS. Mw 5.2 (HRV). Centroid, Moment Tensor (HRV): Centroid origin time 04:53:54.1; Lat 21.84 S; Lon 174.53 W; Dep 15.0 Fix; Half-duration 1.0 sec; Principal axes (scale 10**16 Nm): (T) Val=7.23, Plg=66, Azm=301; (N) Val=-0.45, Plg=3, Azm=205; (P) Val=-6.78, Plg=24, Azm=114; Best double couple: Mo=7.0*10**16 Nm; NP1: Strike=198, Dip=22, Slip=83; NP2: Strike=26, Dip=69, Slip=93."
1046678211500,-6.854,156.377,150.0,4.6,,,0.7,128,20,SOLOMON ISLANDS
764011675299,51.631,159.203,35.0,4.5,4.1,,1.4,,48,OFF EAST COAST OF KAMCHATKA
1176411527700,52.233,-173.944,174.0,4.3,,,,,14,"ANDREANOF ISLANDS, ALEUTIAN IS., ALASKA. <AEIC>."
844024259600,32.442,141.292,33.0,4.7,,,1.0,,46,"SOUTH OF HONSHU, JAPAN"
1214559020199,-9.63,108.49,35.0,4.3,,C,0.3,218,9,"SOUTH OF JAVA, INDONESIA"
1221149029600,40.687,142.934,64.0,4.2,,A,0.8,142,17,"NEAR THE EAST COAST OF HONSHU, JAPAN. Recorded (1 JMA) in Aomori. Also recorded (1 JMA) in southwestern Hokkaido."
1224241035599,12.335,40.646,10.0,4.8,,A,0.9,71,34,"ETHIOPIA. MW 4.9 (GCMT). ML 4.7 (ARO). Centroid, Moment Tensor (GCMT): Centroid origin time 10:57:15.5; Lat 12.43 N; Lon 40.55 E; Dep 12.0 km Fix; Half-duration 0.7 sec; Principal axes (scale 10**16 Nm): (T) Val=3.05, Plg=8, Azm=223; (N) Val=0.55, Plg=10, Azm=132; (P) Val=-3.60, Plg=77, Azm=350; Best double couple: Mo=3.3*10**16 Nm; NP1: Strike=325, Dip=38, Slip=-73; NP2: Strike=124, Dip=54, Slip=-103."
1362124223199,42.565,-110.973,5.0,4.0,,A,1.3,14,162,"WYOMING. MW 3.9 (RMT). Felt (II) at Afton. Also felt at Cokeville and Smoot. Felt (III) at Blackfoot, Idaho. Also felt at Preston. Felt at Logan, Utah. Moment Tensor (RMT): Dep 10 km; Principal axes (scale 10**14 Nm): (T) Val=7.99, Plg=22, Azm=85; (N) Val=-0.72, Plg=6, Azm=178; (P) Val=-7.27, Plg=67, Azm=282; Best double couple: Mo=7.7*10**14 Nm; NP1: Strike=0, Dip=67, Slip=-83; NP2: Strike=163, Dip=24, Slip=-106."
1095585050899,-6.073,154.232,70.0,4.6,,B,0.8,128,16,"BOUGAINVILLE REGION, PAPUA NEW GUINEA"
977182945899,47.399,154.14,33.0,4.1,,,1.0,160,12,KURIL ISLANDS
1082442624800,-30.41,-177.7,40.0,5.0,4.4,C,1.3,116,18,"KERMADEC ISLANDS, NEW ZEALAND"
1262712721399,-21.417,-178.419,507.0,4.6,,B,1.0,119,44,FIJI REGION
861617744100,25.796,67.802,33.0,3.7,,,0.5,,7,PAKISTAN
1365657093399,-3.007,148.155,28.0,4.7,,B,1.0,54,40,BISMARCK SEA
1310302287500,-28.965,-176.741,10.0,5.0,,A,1.3,107,45,"KERMADEC ISLANDS REGION. MW 5.2 (GCMT). Centroid, Moment Tensor (GCMT): Centroid origin time 12:51:34.7; Lat 28.90 S; Lon 176.51 W; Dep 21.5 km; Half-duration 1.0 sec; Principal axes (scale 10**16 Nm): (T) Val=7.22, Plg=76, Azm=266; (N) Val=0.50, Plg=4, Azm=12; (P) Val=-7.71, Plg=14, Azm=103; Best double couple: Mo=7.5*10**16 Nm; NP1: Strike=198, Dip=32, Slip=98; NP2: Strike=9, Dip=59, Slip=85."
1023216405500,-5.232,102.558,33.0,4.3,,,0.7,111,12,"SOUTHERN SUMATRA, INDONESIA"
791669871399,-13.37,167.15,200.0,3.9,,,0.9,,16,VANUATU ISLANDS
803239000799,-6.385,127.953,354.0,4.2,,,1.0,,26,BANDA SEA
878376047700,-33.731,-73.228,33.0,4.8,,,0.9,,18,OFF COAST OF CENTRAL CHILE. MD 4.4 (SAN).
1309832719000,-32.512,-71.552,43.0,4.3,,,,,15,"OFFSHORE VALPARAISO, CHILE. <GUC>. Felt (IV) at Zapallar; (III) at Nogales, Petorca, Puchuncavi, Quintero, San Bernardo, Santiago, Valparaiso, Villa Alemana and Vina del Mar; (II) at Colina, Melipilla, Rancagua, San Felipe and Tiltil."
1286521287699,29.205,109.898,40.0,4.2,,A,0.7,121,24,"HUBEI-HUNAN BORDER REGION, CHINA"
1329684354899,-29.844,-178.282,184.0,4.3,,B,1.1,145,41,"KERMADEC ISLANDS, NEW ZEALAND"
1089980854799,-14.506,167.394,152.0,4.4,,C,1.0,130,44,VANUATU
1211094869500,31.106,103.753,10.0,3.9,,B,1.4,204,14,"EASTERN SICHUAN, CHINA"
1128426243799,-5.48,152.23,58.0,4.6,,C,0.8,177,10,"NEW BRITAIN REGION, PAPUA NEW GUINEA"
1078789151300,10.48,-43.919,10.0,5.3,5.4,A,1.2,65,276,"NORTHERN MID-ATLANTIC RIDGE. MW 6.0 (GS), 6.0 (HRV). Moment Tensor (GS): Dep 18 km; Principal axes (scale 10**18 Nm): (T) Val=1.02, Plg=5, Azm=50; (N) Val=0.10, Plg=77, Azm=162; (P) Val=-1.13, Plg=12, Azm=319; Best double couple: Mo=1.1*10**18 Nm; NP1: Strike=95, Dip=78, Slip=-175; NP2: Strike=4, Dip=85, Slip=-12. Centroid, Moment Tensor (HRV): Centroid origin time 23:39:17.9; Lat 10.94 N; Lon 43.28 W; Dep 12.0 km Bdy; Half-duration 2.5 sec; Principal axes (scale 10**18 Nm): (T) Val=1.34, Plg=11, Azm=233; (N) Val=-0.12, Plg=71, Azm=357; (P) Val=-1.23, Plg=15, Azm=140; Best double couple: Mo=1.3*10**18 Nm; NP1: Strike=277, Dip=72, Slip=-177; NP2: Strike=186, Dip=87, Slip=-18."
1187288044599,-9.907,159.67,10.0,4.2,,B,0.9,149,7,SOLOMON ISLANDS
1116287459700,-6.585,129.703,127.0,4.6,,B,1.0,107,22,BANDA SEA
1069120425899,51.111,178.185,33.0,4.3,,,1.2,221,26,"RAT ISLANDS, ALEUTIAN ISLANDS, ALASKA"
823312975399,38.158,22.774,10.0,3.6,,,0.9,,26,GREECE. MD 3.5 (ATH). ML 3.4 (THE).
1319168874200,37.714,144.758,35.0,4.3,,A,0.8,136,27,"OFF THE EAST COAST OF HONSHU, JAPAN"
1084740948100,-15.07,-173.52,10.0,4.3,,C,0.7,197,15,TONGA
1322942749799,-5.545,151.966,48.0,4.4,,A,0.9,155,26,"NEW BRITAIN REGION, PAPUA NEW GUINEA"
1292582412400,10.218,126.356,10.0,4.5,,A,0.8,135,20,"PHILIPPINE ISLANDS REGION. Felt (I PIVS) at Dapa and Del Carmen, Siargao Island. Also felt (I PIVS) at Socorro, Bucas Grande Island."
781059337399,8.121,93.935,33.0,5.1,4.6,,1.1,,157,"NICOBAR ISLANDS, INDIA. Mw 5.2 (HRV)."
1176630767100,-7.802,-74.506,148.0,4.2,,A,0.7,115,14,NORTHERN PERU
1303492491100,-22.805,-174.592,22.0,5.5,5.2,A,0.8,31,339,"TONGA REGION. MW 5.5 (GCMT). Centroid, Moment Tensor (GCMT): Centroid origin time 17:14:54.0; Lat 22.90 S; Lon 174.18 W; Dep 13.0 km Fix; Half-duration 1.4 sec; Principal axes (scale 10**17 Nm): (T) Val=2.67, Plg=5, Azm=302; (N) Val=-0.50, Plg=2, Azm=212; (P) Val=-2.16, Plg=85, Azm=104; Best double couple: Mo=2.4*10**17 Nm; NP1: Strike=34, Dip=40, Slip=-88; NP2: Strike=211, Dip=50, Slip=-92."
805648476500,-6.352,146.967,85.0,3.9,,,1.1,,6,"EASTERN NEW GUINEA REG., P.N.G."
831851259899,-34.441,-70.39,5.0,4.2,,,1.1,,16,CHILE-ARGENTINA BORDER REGION. MD 4.5 (SAN).
1128755700300,34.377,73.513,10.0,3.9,,B,1.0,178,15,PAKISTAN
1293018382100,27.041,143.344,10.0,4.9,,A,1.0,105,29,"BONIN ISLANDS, JAPAN REGION. MW 4.1 (NIED). Moment Tensor (NIED): Dep 5 km; Principal axes: (T) Plg=0, Azm=0; (N) Plg=0, Azm=0; (P) Plg=0, Azm=0; Best double couple: Mo=2.0*10**15 Nm; NP1: Strike=299, Dip=69, Slip=-103; NP2: Strike=152, Dip=25, Slip=-59."
1334195682700,1.152,91.972,10.0,4.9,,A,0.8,113,49,NORTH INDIAN OCEAN
1291122978899,-3.675,99.462,10.0,4.4,,B,1.0,111,24,"SOUTHWEST OF SUMATRA, INDONESIA"
1052595643399,20.511,121.278,36.0,3.8,,,0.9,132,16,"BATAN ISLANDS REGION, PHILIPPINES"
1112232166399,53.291,153.765,456.0,4.4,,B,0.8,105,11,SEA OF OKHOTSK
1128770346500,34.697,73.288,10.0,4.0,,B,0.8,199,14,PAKISTAN
1116134082100,62.252,-26.401,10.0,4.2,,B,0.8,132,12,ICELAND REGION
1255908551800,-0.935,97.877,28.0,4.7,,A,0.9,76,49,"KEPULAUAN BATU, INDONESIA"
974972489899,-6.538,153.647,33.0,4.0,,,1.0,67,22,"NEW BRITAIN REGION, P.N.G."
833528939000,1.694,97.91,33.0,4.1,,,1.4,,11,"NORTHERN SUMATERA, INDONESIA"
988456448900,42.546,85.735,33.0,3.6,,,1.0,107,12,"NORTHERN XINJIANG, CHINA"
1169060240899,46.768,153.139,10.0,4.7,,A,1.1,119,58,KURIL ISLANDS
853081338899,23.87,-108.33,24.0,5.0,4.4,,1.3,,13,GULF OF CALIFORNIA
1172855233500,-2.71,141.149,10.0,4.4,,B,1.1,195,10,"NEAR NORTH COAST OF NEW GUINEA, P.N.G."
1094404266299,-13.89,167.47,50.0,3.9,,C,0.8,241,13,VANUATU
912002874299,-21.96,-179.79,600.0,4.1,,,0.9,,16,FIJI ISLANDS REGION
1287837510800,-10.868,161.824,44.0,4.0,,B,0.8,160,11,SOLOMON ISLANDS
1169710736600,4.807,96.17,30.0,4.4,,B,1.0,132,14,"NORTHERN SUMATRA, INDONESIA"
782964140899,4.594,127.991,69.0,5.2,,,1.1,,83,"TALAUD ISLANDS, INDONESIA. Mw 5.1 (HRV)."
793178105000,-5.62,153.73,33.0,3.9,,,1.4,,11,"NEW IRELAND REGION, P.N.G."
781377874200,-7.492,107.145,33.0,4.8,,,1.4,,15,"JAWA, INDONESIA"
1267776323399,-34.908,-72.281,35.0,4.4,,A,1.0,116,31,"OFFSHORE MAULE, CHILE"
1112203423000,0.088,98.116,30.0,4.0,,B,0.9,180,10,"NIAS REGION, INDONESIA"
980319248699,-7.202,129.26,150.0,4.7,,,1.0,75,47,BANDA SEA
