time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
918217131799,1.71,-99.79,10.0,4.1,,,0.7,,10,WEST OF GALAPAGOS ISLANDS
1190368168100,37.511,44.584,35.0,4.3,,A,1.4,153,38,TURKEY-IRAN-IRAQ BORDER REGION
884142401000,52.604,142.772,27.0,4.6,,,0.8,,71,SAKHALIN ISLAND. Felt (III) at Okha.
1347096137899,-10.852,113.824,10.0,4.6,,A,0.9,51,34,"SOUTH OF JAVA, INDONESIA"
1048809304700,10.318,126.667,33.0,4.5,,,0.9,135,26,PHILIPPINE ISLANDS REGION
1017002947799,-15.643,-73.0,36.0,4.6,,,1.1,94,41,SOUTHERN PERU. Felt (III) at Ocona and (II) at Arequipa.
906914473300,-3.416,130.981,33.0,4.3,,,1.4,,27,"SERAM, INDONESIA"
1097941966299,62.615,-151.213,84.0,4.0,,,,,74,CENTRAL ALASKA. <AEIC>. Felt (II) at Anchorage and Eagle River.
758664318899,-5.567,130.695,33.0,5.0,,,1.2,,27,BANDA SEA
1022839327200,34.592,32.062,33.0,4.0,,,1.1,96,21,CYPRUS REGION
960813684699,-24.704,179.809,500.0,4.4,,,0.8,76,32,SOUTH OF FIJI ISLANDS
798047251199,52.282,159.24,33.0,4.5,,,1.0,,17,OFF EAST COAST OF KAMCHATKA
1020732143699,-15.131,167.516,136.0,4.5,,,1.0,152,51,VANUATU ISLANDS
1058356552200,7.785,137.151,33.0,4.9,,,1.0,81,42,"STATE OF YAP, FED. STATES OF MICRONESIA. MW 5.2 (HRV). Centroid, Moment Tensor (HRV): Centroid origin time 11:55:53.7; Lat 7.87 N; Lon 136.83 E; Dep 15.0 km Fix; Half-duration 0.9 sec; Principal axes (scale 10**16 Nm): (T) Val=8.36, Plg=63, Azm=268; (N) Val=-2.17, Plg=12, Azm=23; (P) Val=-6.19, Plg=24, Azm=118; Best double couple: Mo=7.3*10**16 Nm; NP1: Strike=231, Dip=24, Slip=121; NP2: Strike=18, Dip=70, Slip=77."
758789290400,62.864,-151.229,111.0,3.7,,,,,98,CENTRAL ALASKA. <AEIC>.
966930692299,14.412,146.992,33.0,4.5,,,0.7,101,19,MARIANA ISLANDS
