time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1087457794000,-20.719,-178.747,555.0,4.3,,A,0.7,118,36,FIJI REGION
886819421500,35.728,141.829,33.0,4.9,4.6,,0.9,,40,"NEAR EAST COAST OF HONSHU, JAPAN"
844927506900,-21.64,-179.41,600.0,4.1,,,0.4,,8,FIJI ISLANDS REGION
1334431603200,-6.81,105.457,63.0,5.9,,A,1.1,18,456,"SUNDA STRAIT, INDONESIA. MW 5.8 (WCMT), 5.8 (GS), 5.8 (GCMT). Felt (III) at Depok, Jakarta, Serpong and Tangerang. Also felt at Bandung, Bogor, Ciputat, Labuhan, Pamulang and Pondokaren. Centroid, Moment Tensor (WCMT): Centroid origin time 19:26:42.0; Lat 6.97 S; Lon 105.38 E; Dep 50.0 km; Principal axes (scale 10**17 Nm): (T) Val=6.73, Plg=55, Azm=39; (N) Val=-0.44, Plg=3, Azm=134; (P) Val=-6.29, Plg=34, Azm=227; Best double couple: Mo=6.5*10**17 Nm; NP1: Strike=335, Dip=11, Slip=110; NP2: Strike=134, Dip=79, Slip=86. Moment Tensor (GS): Dep 41 km; Principal axes (scale 10**17 Nm): (T) Val=6.31, Plg=58, Azm=29; (N) Val=0.16, Plg=8, Azm=133; (P) Val=-6.47, Plg=30, Azm=228; Best double couple: Mo=6.4*10**17 Nm; NP1: Strike=343, Dip=16, Slip=121; NP2: Strike=131, Dip=76, Slip=81. Centroid, Moment Tensor (GCMT): Centroid origin time 19:26:46.1; Lat 7.20 S; Lon 105.16 E; Dep 48.1 km; Half-duration 2.0 sec; Principal axes (scale 10**17 Nm): (T) Val=6.76, Plg=66, Azm=29; (N) Val=0.64, Plg=7, Azm=135; (P) Val=-7.40, Plg=23, Azm=228; Best double couple: Mo=7.1*10**17 Nm; NP1: Strike=332, Dip=23, Slip=108; NP2: Strike=132, Dip=68, Slip=82."
1095013183399,-19.469,-69.272,92.0,4.4,,A,0.9,102,20,"TARAPACA, CHILE"
1177328190800,29.66,51.51,3.0,4.2,,,,,56,SOUTHERN IRAN. <TEH>. mbLg 4.0 (TEH). ML 4.0 (THR).
1156627321100,-52.619,-14.074,10.0,4.7,,A,0.8,96,19,SOUTHWESTERN ATLANTIC OCEAN
922464837299,-7.143,128.765,33.0,4.1,,,1.5,,12,BANDA SEA
838462250899,38.3,22.303,27.0,4.1,,,1.1,,50,GREECE
929593451400,38.552,28.487,10.0,4.0,,,,,60,"TURKEY. <ISK>. MD 4.1 (ATH), 3.7 (ISK)."
853541937799,6.966,-72.888,150.0,4.5,,,1.2,,26,NORTHERN COLOMBIA
865979635000,-35.815,-108.135,10.0,5.8,6.1,,1.0,,225,"SOUTHERN EAST PACIFIC RISE. Mw 6.5 (GS), 6.5 (HRV). Me 7.0 (GS). Ms 5.8 (BRK). Broadband Source Parameters (GS): Dep 7; NP1: Strike=75, Dip=85, Slip=180; NP2: Strike=345, Dip=90, Slip=-5; Radiated energy 6.8*10**14 Nm. Moment Tensor (GS): Dep 9; Principal axes (scale 10**18 Nm): (T) Val=6.93, Plg=2, Azm=30; (N) Val=0.14, Plg=85, Azm=272; (P) Val=-7.07, Plg=4, Azm=120; Best double couple: Mo=7.0*10**18 Nm; NP1: Strike=165, Dip=86, Slip=-1; NP2: Strike=255, Dip=89, Slip=-176. Centroid, Moment Tensor (HRV): Centroid origin time 21:54:02.8; Lat 35.92 S; Lon 107.96 W; Dep 15.0 Bdy; Half- duration 4.6 sec; Principal axes (scale 10**18 Nm): (T) Val=7.53, Plg=6, Azm=28; (N) Val=-0.37, Plg=82, Azm=165; (P) Val=-7.16, Plg=6, Azm=298; Best double couple: Mo=7.3*10**18 Nm; NP1: Strike=73, Dip=82, Slip=180; NP2: Strike=163, Dip=90, Slip=8. Scalar Moment (PPT): Mo=1.3*10**19 Nm."
1345218495699,63.568,-19.028,10.0,4.3,,A,0.7,121,41,ICELAND
1068145048000,5.29,124.52,33.0,4.4,,,1.6,163,9,"MINDANAO, PHILIPPINES"
824561855299,-0.46,137.44,33.0,3.9,,,1.1,,14,"IRIAN JAYA REGION, INDONESIA"
1180638015699,61.412,167.543,42.0,4.7,,A,0.7,84,130,"KORYAKIA, RUSSIA"
1157779907200,-7.256,120.134,574.0,4.4,,A,0.8,53,63,FLORES SEA
851155090400,60.03,-153.1,0.0,2.9,,,,,68,"SOUTHERN ALASKA. <AEIC>. ML 3.2 (AEIC), 3.5 (PMR)."
1216936366500,46.144,142.971,354.0,3.9,,A,0.8,121,38,"SAKHALIN, RUSSIA"
1270754300600,-0.926,-24.619,10.0,4.6,,B,1.4,66,18,CENTRAL MID-ATLANTIC RIDGE
1346316192800,-50.416,114.905,10.0,4.2,,B,0.5,165,18,WESTERN INDIAN-ANTARCTIC RIDGE
1347043439600,21.606,143.322,254.0,5.0,,A,0.8,17,444,MARIANA ISLANDS REGION
1075289965300,-5.634,151.867,53.0,4.4,,B,0.7,194,15,"NEW BRITAIN REGION, PAPUA NEW GUINEA"
1350167790699,-16.886,-174.479,50.0,5.1,,A,1.1,42,214,TONGA
1231019370800,-0.325,132.885,29.0,5.6,,A,1.0,30,144,"NEAR THE NORTH COAST OF PAPUA, INDONESIA. Felt (IV) at Manokwari and Sorong."
815689576500,-12.744,166.004,40.0,4.9,4.9,,1.0,,73,SANTA CRUZ ISLANDS
1064086241799,-5.762,154.589,81.0,4.6,,,1.4,122,19,"BOUGAINVILLE REGION, PAPUA NEW GUINEA"
768834660700,-14.14,167.14,131.0,3.7,,,0.9,,15,VANUATU ISLANDS
1141358673200,-55.06,-130.48,10.0,4.3,,C,0.5,156,8,PACIFIC-ANTARCTIC RIDGE
800356081600,40.02,21.54,10.0,4.0,,,1.0,,12,"GREECE. ML 3.6 (TIR), 3.6 (TTG)."
