time,lat,long,depth,mag_mb,mag_ms,quality,sd,gap,num_stations,comments
1334477143700,41.275,143.062,50.0,4.4,,A,0.8,134,53,"HOKKAIDO, JAPAN REGION"
1205658744800,-54.347,6.212,10.0,4.8,,B,0.8,69,23,BOUVET ISLAND REGION
954103282300,39.42,76.801,54.0,4.6,4.5,,0.9,,66,"SOUTHERN XINJIANG, CHINA"
1010013363000,-17.795,168.104,10.0,4.9,,,1.1,201,16,VANUATU ISLANDS
1217760109399,-19.042,-173.753,35.0,4.9,,B,1.2,148,26,TONGA
772814717399,-10.85,112.636,33.0,5.1,,,1.5,,8,"SOUTH OF JAWA, INDONESIA"
908140264599,32.954,88.21,33.0,4.4,,,1.3,,31,XIZANG
1141459352700,19.272,-63.841,16.0,4.0,,,,,31,VIRGIN ISLANDS REGION. <RSPR>. MD 3.9 (RSPR).
1160589918300,-21.049,-68.499,115.0,3.7,,B,1.5,133,10,"ANTOFAGASTA, CHILE"
1329497543100,71.682,-2.279,10.0,4.8,,A,1.0,73,95,JAN MAYEN ISLAND REGION
1021619661100,9.63,-99.776,33.0,4.7,4.1,,1.1,98,84,OFF THE COAST OF MEXICO
910290685399,2.674,66.143,10.0,4.9,,,1.2,,39,CARLSBERG RIDGE
921369675699,34.239,138.807,61.0,4.1,,,1.0,,17,"NEAR S. COAST OF HONSHU, JAPAN"
1296551056500,44.962,146.412,149.0,4.5,,A,0.9,98,150,KURIL ISLANDS
1351402255399,10.489,126.978,10.0,4.7,,A,1.0,82,37,PHILIPPINE ISLANDS REGION
881308581500,55.378,162.383,33.0,4.6,,,0.9,,30,NEAR EAST COAST OF KAMCHATKA
1197833364300,-23.044,-70.259,35.0,4.1,,A,0.9,93,23,"ANTOFAGASTA, CHILE"
1085444713699,-5.02,149.91,76.0,4.0,,C,0.7,149,9,"NEW BRITAIN REGION, PAPUA NEW GUINEA"
1240273664100,-35.085,-71.565,64.0,5.2,,,,,186,"MAULE, CHILE. <GUC>. Felt (V) at Talca; (IV) at Constitucion, Curico, Graneros, Melipilla, Pichilemu, Rancagua, San Bernardo, San Fernando and Santa Cruz; (III) at Colina, Lampa, Maria Pinto, Puente Alto, San Jose and Santiago; (II) at Casablanca, El Tabo, Isla de Maipo, Talagante and Valparaiso. Also felt at Buin, San Bernardo and Vina del Mar."
1178225530400,3.587,127.507,42.0,5.1,,A,0.8,114,63,"KEPULAUAN TALAUD, INDONESIA. MW 5.0 (GCMT). Centroid, Moment Tensor (GCMT): Centroid origin time 20:52:12.1; Lat 3.77 N; Lon 127.49 E; Dep 21.2 km; Half-duration 0.8 sec; Principal axes (scale 10**16 Nm): (T) Val=4.09, Plg=19, Azm=200; (N) Val=0.83, Plg=39, Azm=94; (P) Val=-4.92, Plg=45, Azm=310; Best double couple: Mo=4.5*10**16 Nm; NP1: Strike=333, Dip=43, Slip=-24; NP2: Strike=81, Dip=74, Slip=-131."
